Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Type,Age_Group,Gender,City,State,Region,Sales_Executive,Product_ID,Category,Sub Category,Product_Name,Unit_Price,Quantity,Discount Percentage,Sales,Cost,Profit,Payment_Mode,Delivery_Days,Customer Rating,Returned
ORD102178,09-Aug-24,17-Aug-24,C1030,Customer 31,New,18-25,Male,Indore,Madhya Pradesh,West,Executive 4,P1111,Fashion,Watch,Watch Model 7,48631,5,25,182366.25,195522.12,"($13,155.87)",Credit Card,5,2,No
ORD102493,04-Sep-25,05-Sep-25,C1000,Customer 1,Returning,46-60,Female,Jaipur,Rajasthan,North,Executive 6,P1107,Fashion,Watch,Watch Model 3,14900,6,50,44700,59548.1,"($14,848.1)",Net Banking,7,2,No
ORD102773,05-Jan-25,15-Jan-25,C1049,Customer 50,Returning,46-60,Male,Patna,Bihar,East,Executive 11,P1108,Fashion,Watch,Watch Model 4,10413,6,30,43734.6,49241.95,"($5,507.35)",UPI,4,2,No
ORD102904,22-Jun-25,25-Jun-25,C1002,Customer 3,New,36-45,Male,Mysuru,Karnataka,South,Executive 17,P1110,Fashion,Watch,Watch Model 6,29410,8,25,176460,153007.76,"$23,452.24",UPI,6,2,No
ORD102951,17-Jan-25,23-Jan-25,C1021,Customer 22,New,36-45,Female,Ludhiana,Punjab,North,Executive 20,P1109,Fashion,Watch,Watch Model 5,16876,4,25,50628,38021.79,"$12,606.21",UPI,8,2,Yes
ORD102975,07-May-24,17-May-24,C1024,Customer 25,Returning,26-35,Female,Mumbai,Maharashtra,West,Executive 17,P1111,Fashion,Watch,Watch Model 7,23276,4,5,88448.8,86325.47,"$2,123.33",Credit Card,5,2,Yes
ORD103174,18-Nov-24,24-Nov-24,C1047,Customer 48,Returning,26-35,Male,Lucknow,Uttar Pradesh,North,Executive 14,P1109,Fashion,Watch,Watch Model 5,11720,3,20,28128,25353.54,"$2,774.46",Net Banking,1,2,Yes
ORD103449,31-Oct-25,03-Nov-25,C1009,Customer 10,New,26-35,Female,Coimbatore,Tamil Nadu,South,Executive 14,P1105,Fashion,Watch,Watch Model 1,38905,8,0,311240,270483,"$40,757",Net Banking,9,2,Yes
ORD103556,03-May-24,06-May-24,C1015,Customer 16,New,26-35,Female,Panaji,Goa,West,Executive 11,P1105,Fashion,Watch,Watch Model 1,46815,5,15,198963.75,221737.16,"($22,773.41)",UPI,8,2,Yes
ORD103575,07-Jun-24,11-Jun-24,C1003,Customer 4,Returning,46-60,Female,Mysuru,Karnataka,South,Executive 19,P1110,Fashion,Watch,Watch Model 6,29425,7,25,154481.25,165088.72,"($10,607.47)",Net Banking,2,2,No
ORD103838,27-Aug-25,02-Sep-25,C1003,Customer 4,New,36-45,Female,Ludhiana,Punjab,North,Executive 7,P1111,Fashion,Watch,Watch Model 7,18138,1,10,16324.2,14988.77,"$1,335.43",Cash,3,2,Yes
ORD103842,13-Mar-24,20-Mar-24,C1021,Customer 22,New,36-45,Male,Chennai,Tamil Nadu,South,Executive 10,P1105,Fashion,Watch,Watch Model 1,36343,8,10,261669.6,195009.08,"$66,660.52",UPI,8,2,No
ORD103885,02-Sep-24,10-Sep-24,C1028,Customer 29,New,26-35,Male,Panaji,Goa,West,Executive 11,P1110,Fashion,Watch,Watch Model 6,38075,4,5,144685,133757.25,"$10,927.75",Cash,10,2,No
ORD104441,21-Jan-24,24-Jan-24,C1020,Customer 21,Returning,46-60,Male,Coimbatore,Tamil Nadu,South,Executive 1,P1112,Fashion,Watch,Watch Model 8,46389,3,15,118291.95,120687.1,"($2,395.15)",UPI,5,2,No
ORD104644,03-Jul-25,12-Jul-25,C1049,Customer 50,Returning,36-45,Female,Bhubaneswar,Odisha,East,Executive 1,P1109,Fashion,Watch,Watch Model 5,37280,4,20,119296,126879.38,"($7,583.38)",Net Banking,8,2,No
ORD104725,28-Dec-25,31-Dec-25,C1043,Customer 44,Returning,18-25,Male,New Delhi,Delhi,North,Executive 7,P1110,Fashion,Watch,Watch Model 6,49273,2,15,83764.1,76001.77,"$7,762.33",Credit Card,4,2,Yes
ORD104883,21-Dec-25,29-Dec-25,C1034,Customer 35,Returning,18-25,Female,Lucknow,Uttar Pradesh,North,Executive 3,P1109,Fashion,Watch,Watch Model 5,43737,7,50,153079.5,276546.99,"($1,23,467.49)",UPI,6,2,No
ORD105013,23-Feb-25,04-Mar-25,C1031,Customer 32,New,36-45,Male,Surat,Gujarat,West,Executive 4,P1108,Fashion,Watch,Watch Model 4,46366,7,50,162281,211662.27,"($49,381.27)",Credit Card,10,2,Yes
ORD105375,06-Sep-25,09-Sep-25,C1013,Customer 14,New,26-35,Male,Chennai,Tamil Nadu,South,Executive 10,P1108,Fashion,Watch,Watch Model 4,47846,8,30,267937.6,335595.84,"($67,658.24)",Net Banking,12,2,No
ORD105401,13-Nov-24,19-Nov-24,C1018,Customer 19,New,46-60,Female,Visakhapatnam,Andhra Pradesh,South,Executive 15,P1112,Fashion,Watch,Watch Model 8,35561,10,35,231146.5,334611.29,"($1,03,464.79)",UPI,4,2,Yes
ORD105567,07-Jun-24,17-Jun-24,C1022,Customer 23,New,26-35,Female,New Delhi,Delhi,North,Executive 5,P1110,Fashion,Watch,Watch Model 6,30185,5,25,113193.75,129738.8,"($16,545.05)",UPI,9,2,No
ORD105697,09-Dec-24,13-Dec-24,C1034,Customer 35,New,18-25,Male,Nagpur,Maharashtra,West,Executive 18,P1105,Fashion,Watch,Watch Model 1,49845,5,10,224302.5,193867.99,"$30,434.51",Cash,11,2,Yes
ORD106244,06-Jan-24,07-Jan-24,C1042,Customer 43,Returning,18-25,Male,Gurugram,Haryana,North,Executive 14,P1105,Fashion,Watch,Watch Model 1,49396,6,30,207463.2,260640.78,"($53,177.58)",UPI,5,2,No
ORD106316,06-Jun-25,14-Jun-25,C1033,Customer 34,New,26-35,Female,Guwahati,Assam,East,Executive 12,P1106,Fashion,Watch,Watch Model 2,43365,4,35,112749,149804.54,"($37,055.54)",UPI,9,2,No
ORD106371,29-Sep-25,03-Oct-25,C1011,Customer 12,New,46-60,Female,Mumbai,Maharashtra,West,Executive 8,P1107,Fashion,Watch,Watch Model 3,46910,2,0,93820,61091.72,"$32,728.28",Cash,2,2,No
ORD106507,10-Jan-24,14-Jan-24,C1036,Customer 37,Returning,46-60,Male,Jaipur,Rajasthan,North,Executive 13,P1106,Fashion,Watch,Watch Model 2,9409,1,25,7056.75,5316.91,"$1,739.84",Net Banking,3,2,No
ORD106549,24-Apr-24,25-Apr-24,C1048,Customer 49,New,46-60,Female,Chennai,Tamil Nadu,South,Executive 9,P1111,Fashion,Watch,Watch Model 7,29463,3,30,61872.3,81896.15,"($20,023.85)",Net Banking,10,2,No
ORD106750,14-Jan-24,23-Jan-24,C1015,Customer 16,New,46-60,Male,Coimbatore,Tamil Nadu,South,Executive 5,P1105,Fashion,Watch,Watch Model 1,2772,7,20,15523.2,12392.21,"$3,130.99",UPI,7,2,Yes
ORD107025,13-May-25,14-May-25,C1016,Customer 17,New,46-60,Female,Guwahati,Assam,East,Executive 12,P1109,Fashion,Watch,Watch Model 5,33431,1,30,23401.7,22653.2,$748.5,UPI,1,2,Yes
ORD107081,27-Jul-24,30-Jul-24,C1045,Customer 46,Returning,26-35,Female,Patna,Bihar,East,Executive 10,P1108,Fashion,Watch,Watch Model 4,36124,2,20,57798.4,58370.92,($572.52),Cash,10,2,Yes
ORD107094,27-Jun-25,28-Jun-25,C1011,Customer 12,New,26-35,Male,Raipur,Chhattisgarh,West,Executive 11,P1111,Fashion,Watch,Watch Model 7,28706,7,15,170800.7,108974.18,"$61,826.52",Cash,5,2,No
ORD107217,26-Nov-25,03-Dec-25,C1017,Customer 18,New,26-35,Female,Guwahati,Assam,East,Executive 5,P1107,Fashion,Watch,Watch Model 3,46003,9,10,372624.3,383574.85,"($10,950.55)",Credit Card,11,2,No
ORD107409,27-Aug-25,28-Aug-25,C1034,Customer 35,Returning,18-25,Female,Chennai,Tamil Nadu,South,Executive 11,P1106,Fashion,Watch,Watch Model 2,46656,3,35,90979.2,90922.01,$57.19,Credit Card,5,2,Yes
ORD107615,23-Oct-25,02-Nov-25,C1014,Customer 15,Returning,18-25,Male,Lucknow,Uttar Pradesh,North,Executive 19,P1111,Fashion,Watch,Watch Model 7,10015,2,15,17025.5,17298.32,($272.82),UPI,7,2,Yes
ORD107718,20-Jan-25,28-Jan-25,C1022,Customer 23,New,46-60,Female,Surat,Gujarat,West,Executive 8,P1105,Fashion,Watch,Watch Model 1,48170,3,50,72255,75089.47,"($2,834.47)",Net Banking,8,2,Yes
ORD107751,28-Mar-25,03-Apr-25,C1021,Customer 22,Returning,26-35,Male,Kochi,Kerala,South,Executive 4,P1109,Fashion,Watch,Watch Model 5,35651,5,5,169342.25,121943.42,"$47,398.83",UPI,7,2,No
ORD107786,31-Jan-25,07-Feb-25,C1030,Customer 31,New,18-25,Male,Visakhapatnam,Andhra Pradesh,South,Executive 5,P1109,Fashion,Watch,Watch Model 5,49115,3,10,132610.5,74145.1,"$58,465.4",Cash,6,2,No
ORD107797,03-Oct-25,13-Oct-25,C1001,Customer 2,New,36-45,Female,Ludhiana,Punjab,North,Executive 4,P1112,Fashion,Watch,Watch Model 8,28412,2,10,51141.6,53505.68,"($2,364.08)",Credit Card,4,2,No
ORD107887,11-Feb-25,16-Feb-25,C1033,Customer 34,Returning,46-60,Female,New Delhi,Delhi,North,Executive 17,P1109,Fashion,Watch,Watch Model 5,48298,7,10,304277.4,274714.03,"$29,563.37",Cash,6,2,Yes
ORD107902,09-Jul-24,16-Jul-24,C1003,Customer 4,Returning,18-25,Male,Noida,Uttar Pradesh,North,Executive 5,P1108,Fashion,Watch,Watch Model 4,36329,6,15,185277.9,134757.42,"$50,520.48",Credit Card,4,2,No
ORD107910,28-Nov-24,06-Dec-24,C1012,Customer 13,New,46-60,Male,Gurugram,Haryana,North,Executive 1,P1106,Fashion,Watch,Watch Model 2,49507,3,20,118816.8,122354.48,"($3,537.68)",Cash,6,2,Yes
ORD108006,04-Oct-25,12-Oct-25,C1024,Customer 25,Returning,36-45,Male,Kolkata,West Bengal,East,Executive 11,P1107,Fashion,Watch,Watch Model 3,13684,10,30,95788,121233.84,"($25,445.84)",UPI,10,2,No
ORD108243,28-Sep-24,29-Sep-24,C1040,Unknown Customer,Returning,46-60,Female,Visakhapatnam,Andhra Pradesh,South,Executive 3,P1108,Fashion,Watch,Watch Model 4,44352,3,0,133056,82474.47,"$50,581.53",Net Banking,11,2,No
ORD108273,05-Oct-24,07-Oct-24,C1048,Customer 49,New,46-60,Male,Raipur,Chhattisgarh,West,Executive 13,P1108,Fashion,Watch,Watch Model 4,5202,9,5,44477.1,27853.97,"$16,623.13",Net Banking,3,2,Yes
ORD108391,27-Sep-25,29-Sep-25,C1027,Customer 28,Returning,26-35,Female,Bhubaneswar,Odisha,East,Executive 7,P1111,Fashion,Watch,Watch Model 7,505,2,15,858.5,674.93,$183.57,Credit Card,7,2,Yes
ORD108455,11-Apr-24,19-Apr-24,C1035,Customer 36,New,46-60,Female,Kochi,Kerala,South,Executive 20,P1106,Fashion,Watch,Watch Model 2,33331,9,5,284980.05,168291.57,"$1,16,688.48",Cash,9,2,No
ORD108754,13-Mar-25,22-Mar-25,C1029,Customer 30,Returning,26-35,Female,Kochi,Kerala,South,Executive 16,P1105,Fashion,Watch,Watch Model 1,22717,7,20,127215.2,135627.49,"($8,412.29)",Net Banking,6,2,Yes
ORD108929,08-Sep-25,14-Sep-25,C1014,Customer 15,New,18-25,Male,Hyderabad,Telangana,South,Executive 14,P1106,Fashion,Watch,Watch Model 2,24930,8,30,139608,152037.32,"($12,429.32)",Net Banking,6,2,No
ORD108965,06-Aug-24,11-Aug-24,C1019,Customer 20,New,26-35,Female,Ludhiana,Punjab,North,Executive 9,P1107,Fashion,Watch,Watch Model 3,12728,4,5,48366.4,26648.67,"$21,717.73",Credit Card,2,2,Yes
ORD109030,01-Sep-24,04-Sep-24,C1028,Customer 29,Returning,36-45,Female,Coimbatore,Tamil Nadu,South,Executive 12,P1107,Fashion,Watch,Watch Model 3,48702,3,50,73053,106385.23,"($33,332.23)",Net Banking,7,2,No
ORD109375,24-Sep-25,25-Sep-25,C1018,Customer 19,Returning,36-45,Female,Raipur,Chhattisgarh,West,Executive 13,P1111,Fashion,Watch,Watch Model 7,30869,1,25,23151.75,15582.88,"$7,568.87",Cash,11,2,Yes
ORD109420,04-Mar-24,06-Mar-24,C1025,Customer 26,Returning,46-60,Female,New Delhi,Delhi,North,Executive 16,P1107,Fashion,Watch,Watch Model 3,20699,9,25,139718.25,108474.18,"$31,244.07",UPI,9,2,Yes
ORD109552,16-May-25,22-May-25,C1041,Customer 42,New,18-25,Female,Ludhiana,Punjab,North,Executive 14,P1110,Fashion,Watch,Watch Model 6,42755,7,40,179571,197752.94,"($18,181.94)",Cash,10,2,No
ORD109559,03-Oct-25,08-Oct-25,C1010,Customer 11,Returning,26-35,Male,Panaji,Goa,West,Executive 11,P1106,Fashion,Watch,Watch Model 2,43367,8,25,260202,232264.85,"$27,937.15",Cash,6,2,Yes
ORD109701,16-Feb-25,19-Feb-25,C1015,Customer 16,Returning,18-25,Female,Patna,Bihar,East,Executive 3,P1112,Fashion,Watch,Watch Model 8,8415,8,30,47124,60121.3,"($12,997.3)",Net Banking,11,2,No
ORD109732,08-Nov-25,12-Nov-25,C1029,Customer 30,Returning,18-25,Female,Ranchi,Jharkhand,East,Executive 20,P1112,Fashion,Watch,Watch Model 8,23100,3,40,41580,43113.87,"($1,533.87)",UPI,4,2,Yes
ORD109754,20-Jan-25,25-Jan-25,C1028,Customer 29,Returning,26-35,Female,Hyderabad,Telangana,South,Executive 15,P1109,Fashion,Watch,Watch Model 5,11836,4,35,30773.6,43706.87,"($12,933.27)",UPI,1,2,No
ORD109787,03-Sep-24,09-Sep-24,C1036,Customer 37,New,46-60,Female,Ranchi,Jharkhand,East,Executive 11,P1109,Fashion,Watch,Watch Model 5,16171,9,40,87323.4,137585.74,"($50,262.34)",Credit Card,10,2,Yes
ORD109840,27-Feb-25,02-Mar-25,C1025,Customer 26,Returning,46-60,Male,Guwahati,Assam,East,Executive 4,P1106,Fashion,Watch,Watch Model 2,5940,2,5,11286,11244.8,$41.2,Net Banking,6,2,Yes
ORD109947,21-Sep-25,29-Sep-25,C1002,Customer 3,Returning,36-45,Female,Kolkata,West Bengal,East,Executive 9,P1111,Fashion,Watch,Watch Model 7,48926,9,35,286217.1,412210.63,"($1,25,993.53)",Net Banking,11,2,Yes
ORD100133,18-Feb-24,24-Feb-24,C1041,Customer 42,Returning,36-45,Female,Bhubaneswar,Odisha,East,Executive 10,P1097,Fashion,Jeans,Jeans Model 1,12150,9,35,71077.5,66532.44,"$4,545.06",Credit Card,5,2,No
ORD100411,08-Nov-25,16-Nov-25,C1031,Customer 32,Returning,36-45,Male,Mysuru,Karnataka,South,Executive 4,P1099,Fashion,Jeans,Jeans Model 3,29598,6,30,124311.6,124160.7,$150.9,UPI,1,2,No
ORD100501,14-Jul-24,24-Jul-24,C1008,Customer 9,Returning,18-25,Female,Noida,Uttar Pradesh,North,Executive 13,P1104,Fashion,Jeans,Jeans Model 8,38107,1,35,24769.55,30269.95,"($5,500.4)",Credit Card,7,2,Yes
ORD100988,16-Jul-24,17-Jul-24,C1033,Customer 34,New,36-45,Female,Gurugram,Haryana,North,Executive 1,P1099,Fashion,Jeans,Jeans Model 3,10192,8,5,77459.2,52523.06,"$24,936.14",Credit Card,2,2,Yes
ORD100999,17-Jun-24,25-Jun-24,C1048,Customer 49,New,18-25,Male,Panaji,Goa,West,Executive 20,P1101,Fashion,Jeans,Jeans Model 5,25612,2,0,51224,28303.96,"$22,920.04",Net Banking,9,2,Yes
ORD101252,13-Feb-24,18-Feb-24,C1020,Customer 21,New,26-35,Female,Kolkata,West Bengal,East,Executive 7,P1103,Fashion,Jeans,Jeans Model 7,4666,6,40,16797.6,20249.09,"($3,451.49)",Net Banking,7,2,No
ORD101382,21-Feb-24,26-Feb-24,C1011,Customer 12,Returning,26-35,Male,Bhubaneswar,Odisha,East,Executive 1,P1099,Fashion,Jeans,Jeans Model 3,27425,7,5,182376.25,179482.09,"$2,894.16",Net Banking,3,2,No
ORD101496,03-Feb-24,05-Feb-24,C1024,Customer 25,New,26-35,Female,Raipur,Chhattisgarh,West,Executive 4,P1103,Fashion,Jeans,Jeans Model 7,47182,4,50,94364,145459.16,"($51,095.16)",UPI,2,2,Yes
ORD101526,21-Feb-25,01-Mar-25,C1034,Customer 35,New,18-25,Female,Jaipur,Rajasthan,North,Executive 13,P1098,Fashion,Jeans,Jeans Model 2,39691,4,35,103196.6,140712.06,"($37,515.46)",UPI,7,2,Yes
ORD101630,07-Mar-25,10-Mar-25,C1006,Customer 7,New,26-35,Female,Bengaluru,Karnataka,South,Executive 18,P1102,Fashion,Jeans,Jeans Model 6,15387,10,50,76935,95015.35,"($18,080.35)",Cash,2,2,No
ORD101696,30-Sep-24,07-Oct-24,C1040,Customer 41,New,46-60,Male,Mysuru,Karnataka,South,Executive 7,P1102,Fashion,Jeans,Jeans Model 6,45763,5,50,114407.5,173447.15,"($59,039.65)",UPI,10,2,No
ORD101759,16-Dec-25,22-Dec-25,C1030,Customer 31,New,46-60,Female,New Delhi,Delhi,North,Executive 6,P1104,Fashion,Jeans,Jeans Model 8,25131,3,10,67853.7,50112.62,"$17,741.08",Credit Card,1,2,No
ORD101844,10-Oct-24,16-Oct-24,C1029,Customer 30,Returning,36-45,Female,Ahmedabad,Gujarat,West,Executive 15,P1104,Fashion,Jeans,Jeans Model 8,38211,3,30,80243.1,64303.03,"$15,940.07",Cash,5,2,No
ORD101983,06-Oct-24,13-Oct-24,C1036,Customer 37,Returning,36-45,Female,Raipur,Chhattisgarh,West,Executive 1,P1104,Fashion,Jeans,Jeans Model 8,857,10,25,6427.5,7480.63,"($1,053.13)",UPI,7,2,No
ORD102232,12-May-25,18-May-25,C1025,Customer 26,New,18-25,Male,Ahmedabad,Gujarat,West,Executive 15,P1097,Fashion,Jeans,Jeans Model 1,22562,4,10,81223.2,83258.74,"($2,035.54)",Cash,9,2,No
ORD102238,18-May-24,28-May-24,C1000,Customer 1,New,36-45,Male,Kochi,Kerala,South,Executive 17,P1102,Fashion,Jeans,Jeans Model 6,16915,3,30,35521.5,35475.35,$46.15,UPI,3,2,Yes
ORD102287,09-Sep-25,15-Sep-25,C1005,Customer 6,Returning,36-45,Male,Raipur,Chhattisgarh,West,Executive 11,P1101,Fashion,Jeans,Jeans Model 5,43144,5,20,172576,149850.23,"$22,725.77",Cash,3,2,Yes
ORD102367,02-Feb-24,07-Feb-24,C1034,Customer 35,Returning,46-60,Female,Patna,Bihar,East,Executive 5,P1099,Fashion,Jeans,Jeans Model 3,21575,8,10,155340,128957.66,"$26,382.34",UPI,9,2,Yes
ORD102408,05-Dec-24,15-Dec-24,C1049,Customer 50,New,36-45,Female,Patna,Bihar,East,Executive 2,P1099,Fashion,Jeans,Jeans Model 3,37863,4,50,75726,87834.01,"($12,108.01)",Cash,4,2,Yes
ORD102590,08-May-25,12-May-25,C1034,Customer 35,New,36-45,Male,Guwahati,Assam,East,Executive 1,P1098,Fashion,Jeans,Jeans Model 2,10580,9,10,85698,69093.35,"$16,604.65",UPI,8,2,No
ORD102746,21-Apr-24,22-Apr-24,C1018,Customer 19,New,26-35,Female,Guwahati,Assam,East,Executive 16,P1098,Fashion,Jeans,Jeans Model 2,31990,10,25,239925,275767.91,"($35,842.91)",Credit Card,12,2,Yes
ORD102756,06-Nov-24,16-Nov-24,C1033,Customer 34,Returning,36-45,Male,Visakhapatnam,Andhra Pradesh,South,Executive 13,P1102,Fashion,Jeans,Jeans Model 6,24103,5,50,60257.5,86641.84,"($26,384.34)",UPI,6,2,No
ORD102810,08-Jan-24,12-Jan-24,C1000,Customer 1,New,36-45,Male,Patna,Bihar,East,Executive 18,P1102,Fashion,Jeans,Jeans Model 6,34433,8,10,247917.6,235160.72,"$12,756.88",Credit Card,1,2,Yes
ORD102898,24-Apr-24,01-May-24,C1031,Customer 32,Returning,18-25,Female,Bengaluru,Karnataka,South,Executive 1,P1097,Fashion,Jeans,Jeans Model 1,28096,6,40,101145.6,151469.79,"($50,324.19)",Net Banking,9,2,No
ORD102998,05-Mar-24,12-Mar-24,C1029,Customer 30,Returning,36-45,Female,Visakhapatnam,Andhra Pradesh,South,Executive 20,P1098,Fashion,Jeans,Jeans Model 2,27130,10,35,176345,185213.22,"($8,868.22)",Credit Card,3,2,No
ORD103443,15-Oct-25,19-Oct-25,C1003,Customer 4,Returning,18-25,Male,Visakhapatnam,Andhra Pradesh,South,Executive 9,P1103,Fashion,Jeans,Jeans Model 7,36754,7,10,231550.2,134528.26,"$97,021.94",Net Banking,6,2,Yes
ORD103675,17-Apr-24,18-Apr-24,C1044,Customer 45,Returning,26-35,Male,Gurugram,Haryana,North,Executive 11,P1098,Fashion,Jeans,Jeans Model 2,25700,8,40,123360,166165.47,"($42,805.47)",Net Banking,2,2,No
ORD103717,27-Sep-25,04-Oct-25,C1030,Customer 31,New,46-60,Male,Kolkata,West Bengal,East,Executive 6,P1098,Fashion,Jeans,Jeans Model 2,13729,8,15,93357.2,58135.06,"$35,222.14",Net Banking,9,2,No
ORD103825,04-Jul-24,06-Jul-24,C1024,Customer 25,Returning,46-60,Male,Pune,Maharashtra,West,Executive 2,P1098,Fashion,Jeans,Jeans Model 2,12874,2,20,20598.4,13659.16,"$6,939.24",UPI,10,2,No
ORD104004,09-Jul-25,16-Jul-25,C1021,Customer 22,New,36-45,Female,Ranchi,Jharkhand,East,Executive 14,P1101,Fashion,Jeans,Jeans Model 5,30261,4,30,84730.8,106210.38,"($21,479.58)",UPI,4,2,Yes
ORD104024,20-Feb-25,23-Feb-25,C1039,Customer 40,New,46-60,Female,Raipur,Chhattisgarh,West,Executive 8,P1100,Fashion,Jeans,Jeans Model 4,8883,1,5,8438.85,8406.05,$32.8,Credit Card,5,2,Yes
ORD104082,22-Aug-25,01-Sep-25,C1018,Customer 19,Returning,36-45,Male,Ranchi,Jharkhand,East,Executive 19,P1097,Fashion,Jeans,Jeans Model 1,14071,3,20,33770.4,30472.02,"$3,298.38",UPI,5,2,No
ORD104406,25-Jan-24,02-Feb-24,C1005,Customer 6,New,36-45,Male,Ranchi,Jharkhand,East,Executive 16,P1098,Fashion,Jeans,Jeans Model 2,23605,3,0,70815,59844.99,"$10,970.01",Cash,7,2,Yes
ORD104608,07-Jul-25,09-Jul-25,C1032,Customer 33,New,26-35,Female,Ludhiana,Punjab,North,Executive 6,P1097,Fashion,Jeans,Jeans Model 1,26005,10,5,247047.5,186705.3,"$60,342.2",Credit Card,8,2,No
ORD104612,12-Jul-24,18-Jul-24,C1044,Customer 45,Returning,26-35,Male,Chennai,Tamil Nadu,South,Executive 5,P1100,Fashion,Jeans,Jeans Model 4,39710,5,5,188622.5,128258.95,"$60,363.55",Cash,5,2,Yes
ORD104689,03-Jul-24,12-Jul-24,C1026,Customer 27,New,26-35,Female,New Delhi,Delhi,North,Executive 1,P1097,Fashion,Jeans,Jeans Model 1,22309,8,30,124930.4,130132.79,"($5,202.39)",Net Banking,8,2,Yes
ORD104697,25-May-25,04-Jun-25,C1033,Customer 34,Returning,26-35,Female,Jaipur,Rajasthan,North,Executive 17,P1103,Fashion,Jeans,Jeans Model 7,5509,6,30,23137.8,21285.22,"$1,852.58",Net Banking,10,2,No
ORD104743,24-May-25,25-May-25,C1048,Customer 49,New,46-60,Female,Gurugram,Haryana,North,Executive 16,P1102,Fashion,Jeans,Jeans Model 6,4531,1,25,3398.25,4258.03,($859.78),Net Banking,3,2,No
ORD104748,29-Sep-24,01-Oct-24,C1033,Customer 34,Returning,18-25,Female,Panaji,Goa,West,Executive 1,P1100,Fashion,Jeans,Jeans Model 4,1401,7,35,6374.55,4961.15,"$1,413.4",Net Banking,7,2,No
ORD104811,27-Aug-25,04-Sep-25,C1000,Customer 1,New,26-35,Female,Indore,Madhya Pradesh,West,Executive 7,P1102,Fashion,Jeans,Jeans Model 6,573,3,25,1289.25,1180.66,$108.59,Credit Card,3,2,Yes
ORD105017,13-Feb-25,18-Feb-25,C1006,Customer 7,Returning,46-60,Male,New Delhi,Delhi,North,Executive 7,P1102,Fashion,Jeans,Jeans Model 6,930,8,5,7068,6500.44,$567.56,Net Banking,1,2,No
ORD105202,31-Dec-25,08-Jan-26,C1017,Unknown Customer,Returning,36-45,Female,Ranchi,Jharkhand,East,Executive 19,P1099,Fashion,Jeans,Jeans Model 3,2963,5,40,8889,8754.85,$134.15,UPI,9,2,Yes
ORD105374,21-Jul-24,30-Jul-24,C1042,Customer 43,Returning,18-25,Female,Bhubaneswar,Odisha,East,Executive 1,P1098,Fashion,Jeans,Jeans Model 2,10907,2,35,14179.1,17633.53,"($3,454.43)",Cash,7,2,No
ORD105864,27-Aug-25,28-Aug-25,C1022,Customer 23,Returning,36-45,Male,Raipur,Chhattisgarh,West,Executive 6,P1101,Fashion,Jeans,Jeans Model 5,12899,6,50,38697,40495.15,"($1,798.15)",Credit Card,5,2,Yes
ORD106020,23-Jul-24,24-Jul-24,C1006,Customer 7,New,26-35,Male,Visakhapatnam,Andhra Pradesh,South,Executive 13,P1100,Fashion,Jeans,Jeans Model 4,10680,7,50,37380,53371.99,"($15,991.99)",Cash,6,2,No
ORD106091,30-Apr-24,02-May-24,C1003,Customer 4,New,26-35,Female,Coimbatore,Tamil Nadu,South,Executive 10,P1104,Fashion,Jeans,Jeans Model 8,18394,9,20,132436.8,146783.75,"($14,346.95)",UPI,4,2,No
ORD106175,04-Dec-25,07-Dec-25,C1009,Customer 10,New,36-45,Female,New Delhi,Delhi,North,Executive 4,P1098,Fashion,Jeans,Jeans Model 2,27732,1,35,18025.8,16004.37,"$2,021.43",Cash,6,2,No
ORD106245,13-Jan-24,17-Jan-24,C1034,Customer 35,Returning,26-35,Female,Guwahati,Assam,East,Executive 15,P1100,Fashion,Jeans,Jeans Model 4,20969,4,20,67100.8,59860.11,"$7,240.69",Credit Card,6,2,Yes
ORD106340,22-Oct-24,24-Oct-24,C1047,Unknown Customer,New,46-60,Male,Jaipur,Rajasthan,North,Executive 18,P1101,Fashion,Jeans,Jeans Model 5,14192,1,40,8515.2,13167.87,"($4,652.67)",Cash,9,2,No
ORD106425,07-Jan-25,13-Jan-25,C1017,Customer 18,New,46-60,Male,Hyderabad,Telangana,South,Executive 16,P1102,Fashion,Jeans,Jeans Model 6,41174,2,25,61761,44380.04,"$17,380.96",UPI,10,2,Yes
ORD106609,04-Jun-25,10-Jun-25,C1025,Customer 26,New,26-35,Female,Lucknow,Uttar Pradesh,North,Executive 16,P1101,Fashion,Jeans,Jeans Model 5,2940,7,30,14406,12051.72,"$2,354.28",Cash,5,2,Yes
ORD106658,18-Mar-25,26-Mar-25,C1021,Customer 22,New,18-25,Female,Ludhiana,Punjab,North,Executive 3,P1098,Fashion,Jeans,Jeans Model 2,24705,5,40,74115,87351.48,"($13,236.48)",Cash,12,2,Yes
ORD106773,20-Sep-24,26-Sep-24,C1029,Customer 30,Returning,36-45,Male,Hyderabad,Telangana,South,Executive 2,P1099,Fashion,Jeans,Jeans Model 3,29155,10,15,247817.5,258761.39,"($10,943.89)",Cash,8,2,No
ORD107172,08-Apr-24,17-Apr-24,C1013,Customer 14,Returning,36-45,Female,Jaipur,Rajasthan,North,Executive 14,P1098,Fashion,Jeans,Jeans Model 2,35737,9,30,225143.1,291811.49,"($66,668.39)",UPI,2,2,Yes
